BallotName,BallotOrder,LocalityName,Percentage,PoliticalParty,PrecinctName,Votes
Write In,2147483647.0,Suffolk City,0.00%,Write-In,## Provisional (04),0.0
Glenn A. Youngkin,1.0,Suffolk City,36.05%,Republican,101 - BELLEHARBOUR (03),288.0
Terry R. McAuliffe,2.0,Suffolk City,62.45%,Democratic,101 - BELLEHARBOUR (03),499.0
Princess L. Blanding,3.0,Suffolk City,0.88%,Liberation,101 - BELLEHARBOUR (03),7.0
Write In,2147483647.0,Suffolk City,0.63%,Write-In,101 - BELLEHARBOUR (03),5.0
Glenn A. Youngkin,1.0,Suffolk City,0.00%,Republican,102 - DRIVER (03),0.0
Terry R. McAuliffe,2.0,Suffolk City,0.00%,Democratic,102 - DRIVER (03),0.0
Princess L. Blanding,3.0,Suffolk City,0.00%,Liberation,102 - DRIVER (03),0.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,102 - DRIVER (03),0.0
Glenn A. Youngkin,1.0,Suffolk City,54.90%,Republican,104 - BENNETTS CREEK (03),750.0
Terry R. McAuliffe,2.0,Suffolk City,44.51%,Democratic,104 - BENNETTS CREEK (03),608.0
Princess L. Blanding,3.0,Suffolk City,0.59%,Liberation,104 - BENNETTS CREEK (03),8.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,104 - BENNETTS CREEK (03),0.0
Glenn A. Youngkin,1.0,Suffolk City,73.86%,Republican,201 - EBENEZER (03),856.0
Terry R. McAuliffe,2.0,Suffolk City,25.88%,Democratic,201 - EBENEZER (03),300.0
Princess L. Blanding,3.0,Suffolk City,0.26%,Liberation,201 - EBENEZER (03),3.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,201 - EBENEZER (03),0.0
Glenn A. Youngkin,1.0,Suffolk City,70.32%,Republican,202 - CHUCKATUCK (03),706.0
Terry R. McAuliffe,2.0,Suffolk City,29.38%,Democratic,202 - CHUCKATUCK (03),295.0
Princess L. Blanding,3.0,Suffolk City,0.30%,Liberation,202 - CHUCKATUCK (03),3.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,202 - CHUCKATUCK (03),0.0
Glenn A. Youngkin,1.0,Suffolk City,42.96%,Republican,203 - KINGS FORK (03),473.0
Terry R. McAuliffe,2.0,Suffolk City,56.22%,Democratic,203 - KINGS FORK (03),619.0
Princess L. Blanding,3.0,Suffolk City,0.73%,Liberation,203 - KINGS FORK (03),8.0
Write In,2147483647.0,Suffolk City,0.09%,Write-In,203 - KINGS FORK (03),1.0
Glenn A. Youngkin,1.0,Suffolk City,44.44%,Republican,204 - HILLPOINT (03),420.0
Terry R. McAuliffe,2.0,Suffolk City,54.29%,Democratic,204 - HILLPOINT (03),513.0
Princess L. Blanding,3.0,Suffolk City,0.95%,Liberation,204 - HILLPOINT (03),9.0
Write In,2147483647.0,Suffolk City,0.32%,Write-In,204 - HILLPOINT (03),3.0
Glenn A. Youngkin,1.0,Suffolk City,39.85%,Republican,301 - WHITE MARSH (04),106.0
Terry R. McAuliffe,2.0,Suffolk City,59.77%,Democratic,301 - WHITE MARSH (04),159.0
Princess L. Blanding,3.0,Suffolk City,0.38%,Liberation,301 - WHITE MARSH (04),1.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,301 - WHITE MARSH (04),0.0
Glenn A. Youngkin,1.0,Suffolk City,30.54%,Republican,302 - JOHN F KENNEDY (03),142.0
Terry R. McAuliffe,2.0,Suffolk City,67.31%,Democratic,302 - JOHN F KENNEDY (03),313.0
Princess L. Blanding,3.0,Suffolk City,1.72%,Liberation,302 - JOHN F KENNEDY (03),8.0
Write In,2147483647.0,Suffolk City,0.43%,Write-In,302 - JOHN F KENNEDY (03),2.0
Glenn A. Youngkin,1.0,Suffolk City,5.13%,Republican,302 - JOHN F KENNEDY (04),20.0
Terry R. McAuliffe,2.0,Suffolk City,93.59%,Democratic,302 - JOHN F KENNEDY (04),365.0
Princess L. Blanding,3.0,Suffolk City,1.28%,Liberation,302 - JOHN F KENNEDY (04),5.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,302 - JOHN F KENNEDY (04),0.0
Glenn A. Youngkin,1.0,Suffolk City,46.03%,Republican,304 - NANSEMOND RIVER (03),498.0
Terry R. McAuliffe,2.0,Suffolk City,52.77%,Democratic,304 - NANSEMOND RIVER (03),571.0
Princess L. Blanding,3.0,Suffolk City,0.83%,Liberation,304 - NANSEMOND RIVER (03),9.0
Write In,2147483647.0,Suffolk City,0.37%,Write-In,304 - NANSEMOND RIVER (03),4.0
Glenn A. Youngkin,1.0,Suffolk City,47.37%,Republican,305 - SHOULDERS HILL (03),243.0
Terry R. McAuliffe,2.0,Suffolk City,51.46%,Democratic,305 - SHOULDERS HILL (03),264.0
Princess L. Blanding,3.0,Suffolk City,0.97%,Liberation,305 - SHOULDERS HILL (03),5.0
Write In,2147483647.0,Suffolk City,0.19%,Write-In,305 - SHOULDERS HILL (03),1.0
Glenn A. Youngkin,1.0,Suffolk City,67.75%,Republican,401 - AIRPORT (04),395.0
Terry R. McAuliffe,2.0,Suffolk City,31.56%,Democratic,401 - AIRPORT (04),184.0
Princess L. Blanding,3.0,Suffolk City,0.51%,Liberation,401 - AIRPORT (04),3.0
Write In,2147483647.0,Suffolk City,0.17%,Write-In,401 - AIRPORT (04),1.0
Glenn A. Youngkin,1.0,Suffolk City,82.12%,Republican,402 - WHALEYVILLE (04),721.0
Terry R. McAuliffe,2.0,Suffolk City,17.54%,Democratic,402 - WHALEYVILLE (04),154.0
Princess L. Blanding,3.0,Suffolk City,0.23%,Liberation,402 - WHALEYVILLE (04),2.0
Write In,2147483647.0,Suffolk City,0.11%,Write-In,402 - WHALEYVILLE (04),1.0
Glenn A. Youngkin,1.0,Suffolk City,10.80%,Republican,403 - SOUTHSIDE (04),39.0
Terry R. McAuliffe,2.0,Suffolk City,87.26%,Democratic,403 - SOUTHSIDE (04),315.0
Princess L. Blanding,3.0,Suffolk City,1.94%,Liberation,403 - SOUTHSIDE (04),7.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,403 - SOUTHSIDE (04),0.0
Glenn A. Youngkin,1.0,Suffolk City,6.52%,Republican,404 - BOOKER T WASHINGTON (03),9.0
Terry R. McAuliffe,2.0,Suffolk City,93.48%,Democratic,404 - BOOKER T WASHINGTON (03),129.0
Princess L. Blanding,3.0,Suffolk City,0.00%,Liberation,404 - BOOKER T WASHINGTON (03),0.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,404 - BOOKER T WASHINGTON (03),0.0
Glenn A. Youngkin,1.0,Suffolk City,8.26%,Republican,404 - BOOKER T WASHINGTON (04),37.0
Terry R. McAuliffe,2.0,Suffolk City,89.29%,Democratic,404 - BOOKER T WASHINGTON (04),400.0
Princess L. Blanding,3.0,Suffolk City,2.46%,Liberation,404 - BOOKER T WASHINGTON (04),11.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,404 - BOOKER T WASHINGTON (04),0.0
Glenn A. Youngkin,1.0,Suffolk City,65.33%,Republican,405 - PITTMANTOWN (04),211.0
Terry R. McAuliffe,2.0,Suffolk City,34.37%,Democratic,405 - PITTMANTOWN (04),111.0
Princess L. Blanding,3.0,Suffolk City,0.31%,Liberation,405 - PITTMANTOWN (04),1.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,405 - PITTMANTOWN (04),0.0
Glenn A. Youngkin,1.0,Suffolk City,0.00%,Republican,501 - KILBYS MILL (04),0.0
Terry R. McAuliffe,2.0,Suffolk City,0.00%,Democratic,501 - KILBYS MILL (04),0.0
Princess L. Blanding,3.0,Suffolk City,0.00%,Liberation,501 - KILBYS MILL (04),0.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,501 - KILBYS MILL (04),0.0
Glenn A. Youngkin,1.0,Suffolk City,75.70%,Republican,502 - HOLLAND (04),1022.0
Terry R. McAuliffe,2.0,Suffolk City,23.70%,Democratic,502 - HOLLAND (04),320.0
Princess L. Blanding,3.0,Suffolk City,0.59%,Liberation,502 - HOLLAND (04),8.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,502 - HOLLAND (04),0.0
Glenn A. Youngkin,1.0,Suffolk City,80.29%,Republican,504 - LAKE COHOON (03),224.0
Terry R. McAuliffe,2.0,Suffolk City,19.35%,Democratic,504 - LAKE COHOON (03),54.0
Princess L. Blanding,3.0,Suffolk City,0.36%,Liberation,504 - LAKE COHOON (03),1.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,504 - LAKE COHOON (03),0.0
Glenn A. Youngkin,1.0,Suffolk City,70.31%,Republican,504 - LAKE COHOON (04),784.0
Terry R. McAuliffe,2.0,Suffolk City,29.06%,Democratic,504 - LAKE COHOON (04),324.0
Princess L. Blanding,3.0,Suffolk City,0.54%,Liberation,504 - LAKE COHOON (04),6.0
Write In,2147483647.0,Suffolk City,0.09%,Write-In,504 - LAKE COHOON (04),1.0
Glenn A. Youngkin,1.0,Suffolk City,0.00%,Republican,601 - LAKESIDE (04),0.0
Terry R. McAuliffe,2.0,Suffolk City,0.00%,Democratic,601 - LAKESIDE (04),0.0
Princess L. Blanding,3.0,Suffolk City,0.00%,Liberation,601 - LAKESIDE (04),0.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,601 - LAKESIDE (04),0.0
Glenn A. Youngkin,1.0,Suffolk City,0.00%,Republican,602 - OLDE TOWNE (03),0.0
Terry R. McAuliffe,2.0,Suffolk City,0.00%,Democratic,602 - OLDE TOWNE (03),0.0
Princess L. Blanding,3.0,Suffolk City,0.00%,Liberation,602 - OLDE TOWNE (03),0.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,602 - OLDE TOWNE (03),0.0
Glenn A. Youngkin,1.0,Suffolk City,0.00%,Republican,602 - OLDE TOWNE (04),0.0
Terry R. McAuliffe,2.0,Suffolk City,0.00%,Democratic,602 - OLDE TOWNE (04),0.0
Princess L. Blanding,3.0,Suffolk City,0.00%,Liberation,602 - OLDE TOWNE (04),0.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,602 - OLDE TOWNE (04),0.0
Glenn A. Youngkin,1.0,Suffolk City,53.54%,Republican,603 - ELEPHANTS FORK/WESTHAVEN (04),174.0
Terry R. McAuliffe,2.0,Suffolk City,45.85%,Democratic,603 - ELEPHANTS FORK/WESTHAVEN (04),149.0
Princess L. Blanding,3.0,Suffolk City,0.62%,Liberation,603 - ELEPHANTS FORK/WESTHAVEN (04),2.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,603 - ELEPHANTS FORK/WESTHAVEN (04),0.0
Glenn A. Youngkin,1.0,Suffolk City,52.54%,Republican,604 - WILROY (03),434.0
Terry R. McAuliffe,2.0,Suffolk City,46.61%,Democratic,604 - WILROY (03),385.0
Princess L. Blanding,3.0,Suffolk City,0.85%,Liberation,604 - WILROY (03),7.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,604 - WILROY (03),0.0
Glenn A. Youngkin,1.0,Suffolk City,0.00%,Republican,605 - HOLLYWOOD (03),0.0
Terry R. McAuliffe,2.0,Suffolk City,0.00%,Democratic,605 - HOLLYWOOD (03),0.0
Princess L. Blanding,3.0,Suffolk City,0.00%,Liberation,605 - HOLLYWOOD (03),0.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,605 - HOLLYWOOD (03),0.0
Glenn A. Youngkin,1.0,Suffolk City,51.08%,Republican,702 - HARBOURVIEW (03),777.0
Terry R. McAuliffe,2.0,Suffolk City,48.39%,Democratic,702 - HARBOURVIEW (03),736.0
Princess L. Blanding,3.0,Suffolk City,0.39%,Liberation,702 - HARBOURVIEW (03),6.0
Write In,2147483647.0,Suffolk City,0.13%,Write-In,702 - HARBOURVIEW (03),2.0
Glenn A. Youngkin,1.0,Suffolk City,0.00%,Republican,704 - BURBAGE GRANT (03),0.0
Terry R. McAuliffe,2.0,Suffolk City,0.00%,Democratic,704 - BURBAGE GRANT (03),0.0
Princess L. Blanding,3.0,Suffolk City,0.00%,Liberation,704 - BURBAGE GRANT (03),0.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,704 - BURBAGE GRANT (03),0.0
Glenn A. Youngkin,1.0,Suffolk City,0.00%,Republican,706 - HUNTERSVILLE (03),0.0
Terry R. McAuliffe,2.0,Suffolk City,0.00%,Democratic,706 - HUNTERSVILLE (03),0.0
Princess L. Blanding,3.0,Suffolk City,0.00%,Liberation,706 - HUNTERSVILLE (03),0.0
Write In,2147483647.0,Suffolk City,0.00%,Write-In,706 - HUNTERSVILLE (03),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,# AB - Central Absentee Precinct (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,# AB - Central Absentee Precinct (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,# AB - Central Absentee Precinct (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,# AB - Central Absentee Precinct (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,# EV - Central Absentee Precinct (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,# EV - Central Absentee Precinct (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,# EV - Central Absentee Precinct (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,# EV - Central Absentee Precinct (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,# PE - Central Absentee Precinct (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,# PE - Central Absentee Precinct (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,# PE - Central Absentee Precinct (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,# PE - Central Absentee Precinct (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,## Provisional (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,## Provisional (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,## Provisional (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,## Provisional (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,69.67%,Republican,001 - NORTH BEACH (02),1121.0
Terry R. McAuliffe,2.0,Virginia Beach City,29.71%,Democratic,001 - NORTH BEACH (02),478.0
Princess L. Blanding,3.0,Virginia Beach City,0.62%,Liberation,001 - NORTH BEACH (02),10.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,001 - NORTH BEACH (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,58.64%,Republican,002 - SOUTH BEACH (02),716.0
Terry R. McAuliffe,2.0,Virginia Beach City,39.97%,Democratic,002 - SOUTH BEACH (02),488.0
Princess L. Blanding,3.0,Virginia Beach City,1.39%,Liberation,002 - SOUTH BEACH (02),17.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,002 - SOUTH BEACH (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,63.92%,Republican,003 - OCEAN LAKES (02),567.0
Terry R. McAuliffe,2.0,Virginia Beach City,34.95%,Democratic,003 - OCEAN LAKES (02),310.0
Princess L. Blanding,3.0,Virginia Beach City,1.13%,Liberation,003 - OCEAN LAKES (02),10.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,003 - OCEAN LAKES (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,67.65%,Republican,004 - LINKHORN (02),759.0
Terry R. McAuliffe,2.0,Virginia Beach City,32.09%,Democratic,004 - LINKHORN (02),360.0
Princess L. Blanding,3.0,Virginia Beach City,0.27%,Liberation,004 - LINKHORN (02),3.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,004 - LINKHORN (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,53.63%,Republican,005 - SEATACK (02),524.0
Terry R. McAuliffe,2.0,Virginia Beach City,45.24%,Democratic,005 - SEATACK (02),442.0
Princess L. Blanding,3.0,Virginia Beach City,1.13%,Liberation,005 - SEATACK (02),11.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,005 - SEATACK (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,65.74%,Republican,006 - ALANTON (02),827.0
Terry R. McAuliffe,2.0,Virginia Beach City,33.47%,Democratic,006 - ALANTON (02),421.0
Princess L. Blanding,3.0,Virginia Beach City,0.79%,Liberation,006 - ALANTON (02),10.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,006 - ALANTON (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,007 - KINGSTON (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,007 - KINGSTON (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,007 - KINGSTON (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,007 - KINGSTON (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,59.16%,Republican,008 - LONDON BRIDGE (02),772.0
Terry R. McAuliffe,2.0,Virginia Beach City,40.08%,Democratic,008 - LONDON BRIDGE (02),523.0
Princess L. Blanding,3.0,Virginia Beach City,0.77%,Liberation,008 - LONDON BRIDGE (02),10.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,008 - LONDON BRIDGE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,66.43%,Republican,009 - TRANTWOOD (02),736.0
Terry R. McAuliffe,2.0,Virginia Beach City,33.39%,Democratic,009 - TRANTWOOD (02),370.0
Princess L. Blanding,3.0,Virginia Beach City,0.18%,Liberation,009 - TRANTWOOD (02),2.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,009 - TRANTWOOD (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,74.87%,Republican,010 - GREAT NECK (02),840.0
Terry R. McAuliffe,2.0,Virginia Beach City,24.96%,Democratic,010 - GREAT NECK (02),280.0
Princess L. Blanding,3.0,Virginia Beach City,0.18%,Liberation,010 - GREAT NECK (02),2.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,010 - GREAT NECK (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,55.59%,Republican,011 - CAPE HENRY (02),830.0
Terry R. McAuliffe,2.0,Virginia Beach City,44.07%,Democratic,011 - CAPE HENRY (02),658.0
Princess L. Blanding,3.0,Virginia Beach City,0.33%,Liberation,011 - CAPE HENRY (02),5.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,011 - CAPE HENRY (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,012 - PLAZA (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,012 - PLAZA (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,012 - PLAZA (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,012 - PLAZA (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,013 - MT TRASHMORE (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,013 - MT TRASHMORE (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,013 - MT TRASHMORE (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,013 - MT TRASHMORE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,60.60%,Republican,014 - MALIBU (02),789.0
Terry R. McAuliffe,2.0,Virginia Beach City,38.40%,Democratic,014 - MALIBU (02),500.0
Princess L. Blanding,3.0,Virginia Beach City,1.00%,Liberation,014 - MALIBU (02),13.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,014 - MALIBU (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,59.93%,Republican,015 - OLD DONATION (02),522.0
Terry R. McAuliffe,2.0,Virginia Beach City,39.04%,Democratic,015 - OLD DONATION (02),340.0
Princess L. Blanding,3.0,Virginia Beach City,1.03%,Liberation,015 - OLD DONATION (02),9.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,015 - OLD DONATION (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,60.34%,Republican,016 - ARAGONA (02),875.0
Terry R. McAuliffe,2.0,Virginia Beach City,38.00%,Democratic,016 - ARAGONA (02),551.0
Princess L. Blanding,3.0,Virginia Beach City,1.66%,Liberation,016 - ARAGONA (02),24.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,016 - ARAGONA (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,63.23%,Republican,017 - OCEAN PARK (02),490.0
Terry R. McAuliffe,2.0,Virginia Beach City,35.87%,Democratic,017 - OCEAN PARK (02),278.0
Princess L. Blanding,3.0,Virginia Beach City,0.90%,Liberation,017 - OCEAN PARK (02),7.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,017 - OCEAN PARK (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,63.83%,Republican,018 - THOROUGHGOOD (02),796.0
Terry R. McAuliffe,2.0,Virginia Beach City,35.77%,Democratic,018 - THOROUGHGOOD (02),446.0
Princess L. Blanding,3.0,Virginia Beach City,0.40%,Liberation,018 - THOROUGHGOOD (02),5.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,018 - THOROUGHGOOD (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,65.11%,Republican,019 - LAKE SMITH (02),489.0
Terry R. McAuliffe,2.0,Virginia Beach City,34.22%,Democratic,019 - LAKE SMITH (02),257.0
Princess L. Blanding,3.0,Virginia Beach City,0.67%,Liberation,019 - LAKE SMITH (02),5.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,019 - LAKE SMITH (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,58.10%,Republican,020 - BAYSIDE (02),610.0
Terry R. McAuliffe,2.0,Virginia Beach City,40.95%,Democratic,020 - BAYSIDE (02),430.0
Princess L. Blanding,3.0,Virginia Beach City,0.95%,Liberation,020 - BAYSIDE (02),10.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,020 - BAYSIDE (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,31.47%,Republican,021 - DAVIS CORNER (02),299.0
Terry R. McAuliffe,2.0,Virginia Beach City,66.84%,Democratic,021 - DAVIS CORNER (02),635.0
Princess L. Blanding,3.0,Virginia Beach City,1.68%,Liberation,021 - DAVIS CORNER (02),16.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,021 - DAVIS CORNER (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,62.23%,Republican,022 - POINT O VIEW (02),664.0
Terry R. McAuliffe,2.0,Virginia Beach City,37.21%,Democratic,022 - POINT O VIEW (02),397.0
Princess L. Blanding,3.0,Virginia Beach City,0.56%,Liberation,022 - POINT O VIEW (02),6.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,022 - POINT O VIEW (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,61.44%,Republican,023 - ARROWHEAD (02),792.0
Terry R. McAuliffe,2.0,Virginia Beach City,37.47%,Democratic,023 - ARROWHEAD (02),483.0
Princess L. Blanding,3.0,Virginia Beach City,1.09%,Liberation,023 - ARROWHEAD (02),14.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,023 - ARROWHEAD (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,55.85%,Republican,024 - LARKSPUR (02),511.0
Terry R. McAuliffe,2.0,Virginia Beach City,43.28%,Democratic,024 - LARKSPUR (02),396.0
Princess L. Blanding,3.0,Virginia Beach City,0.87%,Liberation,024 - LARKSPUR (02),8.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,024 - LARKSPUR (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,59.95%,Republican,025 - AVALON (02),1045.0
Terry R. McAuliffe,2.0,Virginia Beach City,39.30%,Democratic,025 - AVALON (02),685.0
Princess L. Blanding,3.0,Virginia Beach City,0.75%,Liberation,025 - AVALON (02),13.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,025 - AVALON (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,59.94%,Republican,026 - FAIRFIELD (02),754.0
Terry R. McAuliffe,2.0,Virginia Beach City,39.11%,Democratic,026 - FAIRFIELD (02),492.0
Princess L. Blanding,3.0,Virginia Beach City,0.95%,Liberation,026 - FAIRFIELD (02),12.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,026 - FAIRFIELD (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,0.00%,Republican,027 - EDWIN (02),0.0
Terry R. McAuliffe,2.0,Virginia Beach City,0.00%,Democratic,027 - EDWIN (02),0.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,027 - EDWIN (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,027 - EDWIN (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,63.65%,Republican,028 - THALIA (02),597.0
Terry R. McAuliffe,2.0,Virginia Beach City,35.71%,Democratic,028 - THALIA (02),335.0
Princess L. Blanding,3.0,Virginia Beach City,0.64%,Liberation,028 - THALIA (02),6.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,028 - THALIA (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,49.27%,Republican,029 - HOLLAND (02),473.0
Terry R. McAuliffe,2.0,Virginia Beach City,49.69%,Democratic,029 - HOLLAND (02),477.0
Princess L. Blanding,3.0,Virginia Beach City,1.04%,Liberation,029 - HOLLAND (02),10.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,029 - HOLLAND (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,65.15%,Republican,030 - RED WING (02),589.0
Terry R. McAuliffe,2.0,Virginia Beach City,34.40%,Democratic,030 - RED WING (02),311.0
Princess L. Blanding,3.0,Virginia Beach City,0.44%,Liberation,030 - RED WING (02),4.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,030 - RED WING (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,73.70%,Republican,031 - SIGMA (02),1093.0
Terry R. McAuliffe,2.0,Virginia Beach City,26.30%,Democratic,031 - SIGMA (02),390.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,031 - SIGMA (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,031 - SIGMA (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,83.31%,Republican,032 - CREEDS (02),724.0
Terry R. McAuliffe,2.0,Virginia Beach City,16.46%,Democratic,032 - CREEDS (02),143.0
Princess L. Blanding,3.0,Virginia Beach City,0.23%,Liberation,032 - CREEDS (02),2.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,032 - CREEDS (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,83.75%,Republican,033 - CAPPS SHOP (02),763.0
Terry R. McAuliffe,2.0,Virginia Beach City,16.14%,Democratic,033 - CAPPS SHOP (02),147.0
Princess L. Blanding,3.0,Virginia Beach City,0.11%,Liberation,033 - CAPPS SHOP (02),1.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,033 - CAPPS SHOP (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,82.48%,Republican,034 - BLACKWATER (02),466.0
Terry R. McAuliffe,2.0,Virginia Beach City,17.52%,Democratic,034 - BLACKWATER (02),99.0
Princess L. Blanding,3.0,Virginia Beach City,0.00%,Liberation,034 - BLACKWATER (02),0.0
Write In,2147483647.0,Virginia Beach City,0.00%,Write-In,034 - BLACKWATER (02),0.0
Glenn A. Youngkin,1.0,Virginia Beach City,70.10%,Republican,035 - COURTHOUSE (02),640.0
