BallotName,BallotOrder,LocalityName,Percentage,PoliticalParty,PrecinctName,Votes
Donald J. Trump,2.0,Sussex County,0.00%,Republican,## Provisional (04),0.0
Jo Jorgensen,3.0,Sussex County,0.00%,Libertarian,## Provisional (04),0.0
Write In,2147483647.0,Sussex County,0.00%,Write-In,## Provisional (04),0.0
Joseph R. Biden,1.0,Sussex County,75.97%,Democratic,101 - WAVERLY (04),332.0
Donald J. Trump,2.0,Sussex County,23.11%,Republican,101 - WAVERLY (04),101.0
Jo Jorgensen,3.0,Sussex County,0.92%,Libertarian,101 - WAVERLY (04),4.0
Write In,2147483647.0,Sussex County,0.00%,Write-In,101 - WAVERLY (04),0.0
Joseph R. Biden,1.0,Sussex County,53.21%,Democratic,201 - STONY CREEK (04),166.0
Donald J. Trump,2.0,Sussex County,45.83%,Republican,201 - STONY CREEK (04),143.0
Jo Jorgensen,3.0,Sussex County,0.32%,Libertarian,201 - STONY CREEK (04),1.0
Write In,2147483647.0,Sussex County,0.64%,Write-In,201 - STONY CREEK (04),2.0
Joseph R. Biden,1.0,Sussex County,53.91%,Democratic,202 - LITTLE MILL (04),62.0
Donald J. Trump,2.0,Sussex County,46.09%,Republican,202 - LITTLE MILL (04),53.0
Jo Jorgensen,3.0,Sussex County,0.00%,Libertarian,202 - LITTLE MILL (04),0.0
Write In,2147483647.0,Sussex County,0.00%,Write-In,202 - LITTLE MILL (04),0.0
Joseph R. Biden,1.0,Sussex County,20.85%,Democratic,301 - COURTHOUSE (04),64.0
Donald J. Trump,2.0,Sussex County,78.83%,Republican,301 - COURTHOUSE (04),242.0
Jo Jorgensen,3.0,Sussex County,0.33%,Libertarian,301 - COURTHOUSE (04),1.0
Write In,2147483647.0,Sussex County,0.00%,Write-In,301 - COURTHOUSE (04),0.0
Joseph R. Biden,1.0,Sussex County,13.10%,Democratic,302 - WAKEFIELD (04),19.0
Donald J. Trump,2.0,Sussex County,86.21%,Republican,302 - WAKEFIELD (04),125.0
Jo Jorgensen,3.0,Sussex County,0.00%,Libertarian,302 - WAKEFIELD (04),0.0
Write In,2147483647.0,Sussex County,0.69%,Write-In,302 - WAKEFIELD (04),1.0
Joseph R. Biden,1.0,Sussex County,56.30%,Democratic,401 - MARS HILL (04),259.0
Donald J. Trump,2.0,Sussex County,41.96%,Republican,401 - MARS HILL (04),193.0
Jo Jorgensen,3.0,Sussex County,1.52%,Libertarian,401 - MARS HILL (04),7.0
Write In,2147483647.0,Sussex County,0.22%,Write-In,401 - MARS HILL (04),1.0
Joseph R. Biden,1.0,Sussex County,78.95%,Democratic,402 - WEST WAKEFIELD (04),45.0
Donald J. Trump,2.0,Sussex County,21.05%,Republican,402 - WEST WAKEFIELD (04),12.0
Jo Jorgensen,3.0,Sussex County,0.00%,Libertarian,402 - WEST WAKEFIELD (04),0.0
Write In,2147483647.0,Sussex County,0.00%,Write-In,402 - WEST WAKEFIELD (04),0.0
Joseph R. Biden,1.0,Sussex County,57.73%,Democratic,501 - HENRY (04),198.0
Donald J. Trump,2.0,Sussex County,42.27%,Republican,501 - HENRY (04),145.0
Jo Jorgensen,3.0,Sussex County,0.00%,Libertarian,501 - HENRY (04),0.0
Write In,2147483647.0,Sussex County,0.00%,Write-In,501 - HENRY (04),0.0
Joseph R. Biden,1.0,Sussex County,46.48%,Democratic,502 - YALE (04),66.0
Donald J. Trump,2.0,Sussex County,51.41%,Republican,502 - YALE (04),73.0
Jo Jorgensen,3.0,Sussex County,2.11%,Libertarian,502 - YALE (04),3.0
Write In,2147483647.0,Sussex County,0.00%,Write-In,502 - YALE (04),0.0
Joseph R. Biden,1.0,Sussex County,30.82%,Democratic,601 - BLACKWATER (04),90.0
Donald J. Trump,2.0,Sussex County,68.84%,Republican,601 - BLACKWATER (04),201.0
Jo Jorgensen,3.0,Sussex County,0.34%,Libertarian,601 - BLACKWATER (04),1.0
Write In,2147483647.0,Sussex County,0.00%,Write-In,601 - BLACKWATER (04),0.0
Joseph R. Biden,1.0,Sussex County,29.47%,Democratic,602 - NEWVILLE (04),56.0
Donald J. Trump,2.0,Sussex County,68.42%,Republican,602 - NEWVILLE (04),130.0
Jo Jorgensen,3.0,Sussex County,1.58%,Libertarian,602 - NEWVILLE (04),3.0
Write In,2147483647.0,Sussex County,0.53%,Write-In,602 - NEWVILLE (04),1.0
Joseph R. Biden,1.0,Tazewell County,22.21%,Democratic,# AB - Central Absentee Precinct (09),2219.0
Donald J. Trump,2.0,Tazewell County,76.87%,Republican,# AB - Central Absentee Precinct (09),7682.0
Jo Jorgensen,3.0,Tazewell County,0.72%,Libertarian,# AB - Central Absentee Precinct (09),72.0
Write In,2147483647.0,Tazewell County,0.20%,Write-In,# AB - Central Absentee Precinct (09),20.0
Joseph R. Biden,1.0,Tazewell County,26.92%,Democratic,## Provisional (09),14.0
Donald J. Trump,2.0,Tazewell County,69.23%,Republican,## Provisional (09),36.0
Jo Jorgensen,3.0,Tazewell County,3.85%,Libertarian,## Provisional (09),2.0
Write In,2147483647.0,Tazewell County,0.00%,Write-In,## Provisional (09),0.0
Joseph R. Biden,1.0,Tazewell County,8.23%,Democratic,101 - INDIAN VALLEY (09),40.0
Donald J. Trump,2.0,Tazewell County,91.36%,Republican,101 - INDIAN VALLEY (09),444.0
Jo Jorgensen,3.0,Tazewell County,0.41%,Libertarian,101 - INDIAN VALLEY (09),2.0
Write In,2147483647.0,Tazewell County,0.00%,Write-In,101 - INDIAN VALLEY (09),0.0
Joseph R. Biden,1.0,Tazewell County,8.54%,Democratic,102 - TIP TOP (09),21.0
Donald J. Trump,2.0,Tazewell County,91.06%,Republican,102 - TIP TOP (09),224.0
Jo Jorgensen,3.0,Tazewell County,0.41%,Libertarian,102 - TIP TOP (09),1.0
Write In,2147483647.0,Tazewell County,0.00%,Write-In,102 - TIP TOP (09),0.0
Joseph R. Biden,1.0,Tazewell County,6.98%,Democratic,103 - MUNDY TOWN (09),34.0
Donald J. Trump,2.0,Tazewell County,92.20%,Republican,103 - MUNDY TOWN (09),449.0
Jo Jorgensen,3.0,Tazewell County,0.82%,Libertarian,103 - MUNDY TOWN (09),4.0
Write In,2147483647.0,Tazewell County,0.00%,Write-In,103 - MUNDY TOWN (09),0.0
Joseph R. Biden,1.0,Tazewell County,9.32%,Democratic,104 - FALLS MILLS (09),40.0
Donald J. Trump,2.0,Tazewell County,89.98%,Republican,104 - FALLS MILLS (09),386.0
Jo Jorgensen,3.0,Tazewell County,0.47%,Libertarian,104 - FALLS MILLS (09),2.0
Write In,2147483647.0,Tazewell County,0.23%,Write-In,104 - FALLS MILLS (09),1.0
Joseph R. Biden,1.0,Tazewell County,14.52%,Democratic,106 - POCAHONTAS (09),27.0
Donald J. Trump,2.0,Tazewell County,84.41%,Republican,106 - POCAHONTAS (09),157.0
Jo Jorgensen,3.0,Tazewell County,1.08%,Libertarian,106 - POCAHONTAS (09),2.0
Write In,2147483647.0,Tazewell County,0.00%,Write-In,106 - POCAHONTAS (09),0.0
Joseph R. Biden,1.0,Tazewell County,10.94%,Democratic,107 - AMONATE (09),7.0
Donald J. Trump,2.0,Tazewell County,85.94%,Republican,107 - AMONATE (09),55.0
Jo Jorgensen,3.0,Tazewell County,3.13%,Libertarian,107 - AMONATE (09),2.0
Write In,2147483647.0,Tazewell County,0.00%,Write-In,107 - AMONATE (09),0.0
Joseph R. Biden,1.0,Tazewell County,5.47%,Democratic,109 - BISHOP (09),7.0
Donald J. Trump,2.0,Tazewell County,93.75%,Republican,109 - BISHOP (09),120.0
Jo Jorgensen,3.0,Tazewell County,0.78%,Libertarian,109 - BISHOP (09),1.0
Write In,2147483647.0,Tazewell County,0.00%,Write-In,109 - BISHOP (09),0.0
Joseph R. Biden,1.0,Tazewell County,5.70%,Democratic,112 - BANDY (09),9.0
Donald J. Trump,2.0,Tazewell County,93.67%,Republican,112 - BANDY (09),148.0
Jo Jorgensen,3.0,Tazewell County,0.63%,Libertarian,112 - BANDY (09),1.0
Write In,2147483647.0,Tazewell County,0.00%,Write-In,112 - BANDY (09),0.0
Joseph R. Biden,1.0,Tazewell County,10.75%,Democratic,203 - BURKES GARDEN (09),10.0
Donald J. Trump,2.0,Tazewell County,89.25%,Republican,203 - BURKES GARDEN (09),83.0
Jo Jorgensen,3.0,Tazewell County,0.00%,Libertarian,203 - BURKES GARDEN (09),0.0
Write In,2147483647.0,Tazewell County,0.00%,Write-In,203 - BURKES GARDEN (09),0.0
Joseph R. Biden,1.0,Tazewell County,5.63%,Democratic,204 - CLEAR FORK (09),18.0
Donald J. Trump,2.0,Tazewell County,94.38%,Republican,204 - CLEAR FORK (09),302.0
Jo Jorgensen,3.0,Tazewell County,0.00%,Libertarian,204 - CLEAR FORK (09),0.0
Write In,2147483647.0,Tazewell County,0.00%,Write-In,204 - CLEAR FORK (09),0.0
Joseph R. Biden,1.0,Tazewell County,19.15%,Democratic,207 - FREESTONE (09),27.0
Donald J. Trump,2.0,Tazewell County,79.43%,Republican,207 - FREESTONE (09),112.0
Jo Jorgensen,3.0,Tazewell County,1.42%,Libertarian,207 - FREESTONE (09),2.0
Write In,2147483647.0,Tazewell County,0.00%,Write-In,207 - FREESTONE (09),0.0
Joseph R. Biden,1.0,Tazewell County,11.74%,Democratic,209 - JEFFERSONVILLE (09),110.0
Donald J. Trump,2.0,Tazewell County,87.94%,Republican,209 - JEFFERSONVILLE (09),824.0
Jo Jorgensen,3.0,Tazewell County,0.00%,Libertarian,209 - JEFFERSONVILLE (09),0.0
Write In,2147483647.0,Tazewell County,0.32%,Write-In,209 - JEFFERSONVILLE (09),3.0
Joseph R. Biden,1.0,Tazewell County,8.36%,Democratic,214 - THOMPSON VALLEY (09),28.0
Donald J. Trump,2.0,Tazewell County,91.34%,Republican,214 - THOMPSON VALLEY (09),306.0
Jo Jorgensen,3.0,Tazewell County,0.30%,Libertarian,214 - THOMPSON VALLEY (09),1.0
Write In,2147483647.0,Tazewell County,0.00%,Write-In,214 - THOMPSON VALLEY (09),0.0
Joseph R. Biden,1.0,Tazewell County,7.48%,Democratic,301 - CEDAR BLUFF (09),72.0
Donald J. Trump,2.0,Tazewell County,91.79%,Republican,301 - CEDAR BLUFF (09),883.0
Jo Jorgensen,3.0,Tazewell County,0.62%,Libertarian,301 - CEDAR BLUFF (09),6.0
Write In,2147483647.0,Tazewell County,0.10%,Write-In,301 - CEDAR BLUFF (09),1.0
Joseph R. Biden,1.0,Tazewell County,12.03%,Democratic,302 - BAPTIST VALLEY (09),32.0
Donald J. Trump,2.0,Tazewell County,86.84%,Republican,302 - BAPTIST VALLEY (09),231.0
Jo Jorgensen,3.0,Tazewell County,0.00%,Libertarian,302 - BAPTIST VALLEY (09),0.0
Write In,2147483647.0,Tazewell County,1.13%,Write-In,302 - BAPTIST VALLEY (09),3.0
Joseph R. Biden,1.0,Tazewell County,7.96%,Democratic,303 - PAINT LICK (09),59.0
Donald J. Trump,2.0,Tazewell County,90.96%,Republican,303 - PAINT LICK (09),674.0
Jo Jorgensen,3.0,Tazewell County,0.81%,Libertarian,303 - PAINT LICK (09),6.0
Write In,2147483647.0,Tazewell County,0.27%,Write-In,303 - PAINT LICK (09),2.0
Joseph R. Biden,1.0,Tazewell County,9.78%,Democratic,401 - RICHLANDS (09),175.0
Donald J. Trump,2.0,Tazewell County,88.37%,Republican,401 - RICHLANDS (09),1581.0
Jo Jorgensen,3.0,Tazewell County,1.62%,Libertarian,401 - RICHLANDS (09),29.0
Write In,2147483647.0,Tazewell County,0.22%,Write-In,401 - RICHLANDS (09),4.0
Joseph R. Biden,1.0,Tazewell County,9.30%,Democratic,402 - JEWELL RIDGE (09),20.0
Donald J. Trump,2.0,Tazewell County,90.70%,Republican,402 - JEWELL RIDGE (09),195.0
Jo Jorgensen,3.0,Tazewell County,0.00%,Libertarian,402 - JEWELL RIDGE (09),0.0
Write In,2147483647.0,Tazewell County,0.00%,Write-In,402 - JEWELL RIDGE (09),0.0
Joseph R. Biden,1.0,Tazewell County,6.14%,Democratic,501 - SPRINGVILLE (09),44.0
Donald J. Trump,2.0,Tazewell County,92.75%,Republican,501 - SPRINGVILLE (09),665.0
Jo Jorgensen,3.0,Tazewell County,0.98%,Libertarian,501 - SPRINGVILLE (09),7.0
Write In,2147483647.0,Tazewell County,0.14%,Write-In,501 - SPRINGVILLE (09),1.0
Joseph R. Biden,1.0,Tazewell County,13.82%,Democratic,502 - GRAHAM (09),192.0
Donald J. Trump,2.0,Tazewell County,84.52%,Republican,502 - GRAHAM (09),1174.0
Jo Jorgensen,3.0,Tazewell County,1.37%,Libertarian,502 - GRAHAM (09),19.0
Write In,2147483647.0,Tazewell County,0.29%,Write-In,502 - GRAHAM (09),4.0
Joseph R. Biden,1.0,Warren County,43.24%,Democratic,# AB - Central Absentee Precinct (06),4959.0
Donald J. Trump,2.0,Warren County,54.90%,Republican,# AB - Central Absentee Precinct (06),6296.0
Jo Jorgensen,3.0,Warren County,1.35%,Libertarian,# AB - Central Absentee Precinct (06),155.0
Write In,2147483647.0,Warren County,0.51%,Write-In,# AB - Central Absentee Precinct (06),59.0
Joseph R. Biden,1.0,Warren County,49.37%,Democratic,## Provisional (06),39.0
Donald J. Trump,2.0,Warren County,45.57%,Republican,## Provisional (06),36.0
Jo Jorgensen,3.0,Warren County,3.80%,Libertarian,## Provisional (06),3.0
Write In,2147483647.0,Warren County,1.27%,Write-In,## Provisional (06),1.0
Joseph R. Biden,1.0,Warren County,24.35%,Democratic,101 - FORK TOWN (06),140.0
Donald J. Trump,2.0,Warren County,73.57%,Republican,101 - FORK TOWN (06),423.0
Jo Jorgensen,3.0,Warren County,1.91%,Libertarian,101 - FORK TOWN (06),11.0
Write In,2147483647.0,Warren County,0.17%,Write-In,101 - FORK TOWN (06),1.0
Joseph R. Biden,1.0,Warren County,11.38%,Democratic,102 - OTTERBURN (06),143.0
Donald J. Trump,2.0,Warren County,86.32%,Republican,102 - OTTERBURN (06),1085.0
Jo Jorgensen,3.0,Warren County,1.99%,Libertarian,102 - OTTERBURN (06),25.0
Write In,2147483647.0,Warren County,0.32%,Write-In,102 - OTTERBURN (06),4.0
Joseph R. Biden,1.0,Warren County,17.40%,Democratic,201 - HAPPY CREEK (06),158.0
Donald J. Trump,2.0,Warren County,80.18%,Republican,201 - HAPPY CREEK (06),728.0
Jo Jorgensen,3.0,Warren County,1.76%,Libertarian,201 - HAPPY CREEK (06),16.0
Write In,2147483647.0,Warren County,0.66%,Write-In,201 - HAPPY CREEK (06),6.0
Joseph R. Biden,1.0,Warren County,20.42%,Democratic,202 - LINDEN (06),222.0
Donald J. Trump,2.0,Warren County,75.07%,Republican,202 - LINDEN (06),816.0
Jo Jorgensen,3.0,Warren County,4.05%,Libertarian,202 - LINDEN (06),44.0
Write In,2147483647.0,Warren County,0.46%,Write-In,202 - LINDEN (06),5.0
Joseph R. Biden,1.0,Warren County,20.70%,Democratic,301 - NORTH RIVER (06),148.0
Donald J. Trump,2.0,Warren County,76.22%,Republican,301 - NORTH RIVER (06),545.0
Jo Jorgensen,3.0,Warren County,2.80%,Libertarian,301 - NORTH RIVER (06),20.0
Write In,2147483647.0,Warren County,0.28%,Write-In,301 - NORTH RIVER (06),2.0
Joseph R. Biden,1.0,Warren County,13.52%,Democratic,302 - RIVERTON (06),134.0
Donald J. Trump,2.0,Warren County,84.46%,Republican,302 - RIVERTON (06),837.0
Jo Jorgensen,3.0,Warren County,1.72%,Libertarian,302 - RIVERTON (06),17.0
Write In,2147483647.0,Warren County,0.30%,Write-In,302 - RIVERTON (06),3.0
Joseph R. Biden,1.0,Warren County,14.28%,Democratic,401 - EAST SHENANDOAH (06),213.0
Donald J. Trump,2.0,Warren County,82.57%,Republican,401 - EAST SHENANDOAH (06),1232.0
Jo Jorgensen,3.0,Warren County,2.08%,Libertarian,401 - EAST SHENANDOAH (06),31.0
Write In,2147483647.0,Warren County,1.07%,Write-In,401 - EAST SHENANDOAH (06),16.0
Joseph R. Biden,1.0,Warren County,18.84%,Democratic,402 - TOWN - WEST SHENANDOAH (06),101.0
Donald J. Trump,2.0,Warren County,78.54%,Republican,402 - TOWN - WEST SHENANDOAH (06),421.0
Jo Jorgensen,3.0,Warren County,2.24%,Libertarian,402 - TOWN - WEST SHENANDOAH (06),12.0
Write In,2147483647.0,Warren County,0.37%,Write-In,402 - TOWN - WEST SHENANDOAH (06),2.0
Joseph R. Biden,1.0,Warren County,20.00%,Democratic,501 - SOUTH RIVER (06),208.0
Donald J. Trump,2.0,Warren County,78.17%,Republican,501 - SOUTH RIVER (06),813.0
Jo Jorgensen,3.0,Warren County,1.25%,Libertarian,501 - SOUTH RIVER (06),13.0
Write In,2147483647.0,Warren County,0.58%,Write-In,501 - SOUTH RIVER (06),6.0
Joseph R. Biden,1.0,Warren County,12.35%,Democratic,502 - BENTONVILLE (06),70.0
Donald J. Trump,2.0,Warren County,84.83%,Republican,502 - BENTONVILLE (06),481.0
Jo Jorgensen,3.0,Warren County,2.29%,Libertarian,502 - BENTONVILLE (06),13.0
Write In,2147483647.0,Warren County,0.53%,Write-In,502 - BENTONVILLE (06),3.0
Joseph R. Biden,1.0,Warren County,15.78%,Democratic,504 - BROWNTOWN (06),68.0
Donald J. Trump,2.0,Warren County,82.60%,Republican,504 - BROWNTOWN (06),356.0
Jo Jorgensen,3.0,Warren County,1.16%,Libertarian,504 - BROWNTOWN (06),5.0
Write In,2147483647.0,Warren County,0.46%,Write-In,504 - BROWNTOWN (06),2.0
Joseph R. Biden,1.0,Washington County,32.21%,Democratic,# AB - Central Absentee Precinct (09),5122.0
Donald J. Trump,2.0,Washington County,66.62%,Republican,# AB - Central Absentee Precinct (09),10595.0
Jo Jorgensen,3.0,Washington County,0.86%,Libertarian,# AB - Central Absentee Precinct (09),137.0
Write In,2147483647.0,Washington County,0.31%,Write-In,# AB - Central Absentee Precinct (09),50.0
Joseph R. Biden,1.0,Washington County,30.00%,Democratic,## Provisional (09),15.0
Donald J. Trump,2.0,Washington County,66.00%,Republican,## Provisional (09),33.0
Jo Jorgensen,3.0,Washington County,4.00%,Libertarian,## Provisional (09),2.0
Write In,2147483647.0,Washington County,0.00%,Write-In,## Provisional (09),0.0
Joseph R. Biden,1.0,Washington County,16.19%,Democratic,101 - EAST ABINGDON (09),137.0
Donald J. Trump,2.0,Washington County,81.44%,Republican,101 - EAST ABINGDON (09),689.0
Jo Jorgensen,3.0,Washington County,2.01%,Libertarian,101 - EAST ABINGDON (09),17.0
Write In,2147483647.0,Washington County,0.35%,Write-In,101 - EAST ABINGDON (09),3.0
Joseph R. Biden,1.0,Washington County,17.36%,Democratic,102 - WEST ABINGDON (09),71.0
Donald J. Trump,2.0,Washington County,79.22%,Republican,102 - WEST ABINGDON (09),324.0
Jo Jorgensen,3.0,Washington County,2.44%,Libertarian,102 - WEST ABINGDON (09),10.0
Write In,2147483647.0,Washington County,0.98%,Write-In,102 - WEST ABINGDON (09),4.0
Joseph R. Biden,1.0,Washington County,9.33%,Democratic,201 - CLINCHBURG (09),54.0
Donald J. Trump,2.0,Washington County,88.77%,Republican,201 - CLINCHBURG (09),514.0
Jo Jorgensen,3.0,Washington County,1.55%,Libertarian,201 - CLINCHBURG (09),9.0
Write In,2147483647.0,Washington County,0.35%,Write-In,201 - CLINCHBURG (09),2.0
Joseph R. Biden,1.0,Washington County,6.88%,Democratic,202 - GREENDALE (09),46.0
Donald J. Trump,2.0,Washington County,92.23%,Republican,202 - GREENDALE (09),617.0
Jo Jorgensen,3.0,Washington County,0.90%,Libertarian,202 - GREENDALE (09),6.0
Write In,2147483647.0,Washington County,0.00%,Write-In,202 - GREENDALE (09),0.0
Joseph R. Biden,1.0,Washington County,8.66%,Democratic,203 - HAYTERS GAP (09),31.0
Donald J. Trump,2.0,Washington County,89.66%,Republican,203 - HAYTERS GAP (09),321.0
Jo Jorgensen,3.0,Washington County,0.84%,Libertarian,203 - HAYTERS GAP (09),3.0
Write In,2147483647.0,Washington County,0.84%,Write-In,203 - HAYTERS GAP (09),3.0
Joseph R. Biden,1.0,Washington County,11.34%,Democratic,204 WOODLAND HILLS (09),50.0
Donald J. Trump,2.0,Washington County,86.85%,Republican,204 WOODLAND HILLS (09),383.0
Jo Jorgensen,3.0,Washington County,1.59%,Libertarian,204 WOODLAND HILLS (09),7.0
Write In,2147483647.0,Washington County,0.23%,Write-In,204 WOODLAND HILLS (09),1.0
Joseph R. Biden,1.0,Washington County,11.05%,Democratic,301 - WATAUGA (09),85.0
Donald J. Trump,2.0,Washington County,87.91%,Republican,301 - WATAUGA (09),676.0
Jo Jorgensen,3.0,Washington County,0.52%,Libertarian,301 - WATAUGA (09),4.0
Write In,2147483647.0,Washington County,0.52%,Write-In,301 - WATAUGA (09),4.0
Joseph R. Biden,1.0,Washington County,15.54%,Democratic,302 - SOUTH ABINGDON (09),83.0
Donald J. Trump,2.0,Washington County,81.09%,Republican,302 - SOUTH ABINGDON (09),433.0
Jo Jorgensen,3.0,Washington County,3.18%,Libertarian,302 - SOUTH ABINGDON (09),17.0
Write In,2147483647.0,Washington County,0.19%,Write-In,302 - SOUTH ABINGDON (09),1.0
Joseph R. Biden,1.0,Washington County,12.61%,Democratic,401 - GLADE SPRING (09),117.0
Donald J. Trump,2.0,Washington County,85.45%,Republican,401 - GLADE SPRING (09),793.0
Jo Jorgensen,3.0,Washington County,1.72%,Libertarian,401 - GLADE SPRING (09),16.0
Write In,2147483647.0,Washington County,0.22%,Write-In,401 - GLADE SPRING (09),2.0
Joseph R. Biden,1.0,Washington County,12.79%,Democratic,402 - MEADOWVIEW (09),131.0
Donald J. Trump,2.0,Washington County,85.64%,Republican,402 - MEADOWVIEW (09),877.0
Jo Jorgensen,3.0,Washington County,1.37%,Libertarian,402 - MEADOWVIEW (09),14.0
Write In,2147483647.0,Washington County,0.20%,Write-In,402 - MEADOWVIEW (09),2.0
Joseph R. Biden,1.0,Washington County,11.22%,Democratic,501 - RHEA VALLEY (09),151.0
Donald J. Trump,2.0,Washington County,87.30%,Republican,501 - RHEA VALLEY (09),1175.0
Jo Jorgensen,3.0,Washington County,1.11%,Libertarian,501 - RHEA VALLEY (09),15.0
Write In,2147483647.0,Washington County,0.37%,Write-In,501 - RHEA VALLEY (09),5.0
Joseph R. Biden,1.0,Washington County,14.12%,Democratic,502 - DAMASCUS (09),84.0
Donald J. Trump,2.0,Washington County,84.54%,Republican,502 - DAMASCUS (09),503.0
Jo Jorgensen,3.0,Washington County,1.34%,Libertarian,502 - DAMASCUS (09),8.0
Write In,2147483647.0,Washington County,0.00%,Write-In,502 - DAMASCUS (09),0.0
Joseph R. Biden,1.0,Washington County,9.59%,Democratic,504 - GREEN COVE (09),14.0
Donald J. Trump,2.0,Washington County,90.41%,Republican,504 - GREEN COVE (09),132.0
Jo Jorgensen,3.0,Washington County,0.00%,Libertarian,504 - GREEN COVE (09),0.0
Write In,2147483647.0,Washington County,0.00%,Write-In,504 - GREEN COVE (09),0.0
Joseph R. Biden,1.0,Washington County,7.97%,Democratic,601 - BURSON PLACE (09),87.0
Donald J. Trump,2.0,Washington County,90.75%,Republican,601 - BURSON PLACE (09),991.0
Jo Jorgensen,3.0,Washington County,1.10%,Libertarian,601 - BURSON PLACE (09),12.0
Write In,2147483647.0,Washington County,0.18%,Write-In,601 - BURSON PLACE (09),2.0
Joseph R. Biden,1.0,Washington County,9.93%,Democratic,602 - MENDOTA (09),27.0
Donald J. Trump,2.0,Washington County,88.24%,Republican,602 - MENDOTA (09),240.0
Jo Jorgensen,3.0,Washington County,1.10%,Libertarian,602 - MENDOTA (09),3.0
Write In,2147483647.0,Washington County,0.74%,Write-In,602 - MENDOTA (09),2.0
Joseph R. Biden,1.0,Washington County,10.90%,Democratic,603 - VALLEY INSTITUTE (09),92.0
Donald J. Trump,2.0,Washington County,88.27%,Republican,603 - VALLEY INSTITUTE (09),745.0
Jo Jorgensen,3.0,Washington County,0.71%,Libertarian,603 - VALLEY INSTITUTE (09),6.0
Write In,2147483647.0,Washington County,0.12%,Write-In,603 - VALLEY INSTITUTE (09),1.0
Joseph R. Biden,1.0,Washington County,9.80%,Democratic,701 - HIGH POINT (09),68.0
Donald J. Trump,2.0,Washington County,89.19%,Republican,701 - HIGH POINT (09),619.0
Jo Jorgensen,3.0,Washington County,0.86%,Libertarian,701 - HIGH POINT (09),6.0
Write In,2147483647.0,Washington County,0.14%,Write-In,701 - HIGH POINT (09),1.0
Joseph R. Biden,1.0,Washington County,9.59%,Democratic,702 - WALLACE (09),42.0
Donald J. Trump,2.0,Washington County,89.50%,Republican,702 - WALLACE (09),392.0
Jo Jorgensen,3.0,Washington County,0.91%,Libertarian,702 - WALLACE (09),4.0
Write In,2147483647.0,Washington County,0.00%,Write-In,702 - WALLACE (09),0.0
Joseph R. Biden,1.0,Washington County,14.73%,Democratic,703 - JOHN BATTLE (09),110.0
Donald J. Trump,2.0,Washington County,83.94%,Republican,703 - JOHN BATTLE (09),627.0
Jo Jorgensen,3.0,Washington County,1.07%,Libertarian,703 - JOHN BATTLE (09),8.0
Write In,2147483647.0,Washington County,0.27%,Write-In,703 - JOHN BATTLE (09),2.0
Joseph R. Biden,1.0,Westmoreland County,58.76%,Democratic,# AB - Central Absentee Precinct (01),3086.0
Donald J. Trump,2.0,Westmoreland County,40.46%,Republican,# AB - Central Absentee Precinct (01),2125.0
Jo Jorgensen,3.0,Westmoreland County,0.57%,Libertarian,# AB - Central Absentee Precinct (01),30.0
Write In,2147483647.0,Westmoreland County,0.21%,Write-In,# AB - Central Absentee Precinct (01),11.0
Joseph R. Biden,1.0,Westmoreland County,54.05%,Democratic,## Provisional (01),40.0
Donald J. Trump,2.0,Westmoreland County,44.59%,Republican,## Provisional (01),33.0
Jo Jorgensen,3.0,Westmoreland County,0.00%,Libertarian,## Provisional (01),0.0
Write In,2147483647.0,Westmoreland County,1.35%,Write-In,## Provisional (01),1.0
Joseph R. Biden,1.0,Westmoreland County,53.60%,Democratic,101 - PRECINCT 1-1 (01),238.0
Donald J. Trump,2.0,Westmoreland County,45.72%,Republican,101 - PRECINCT 1-1 (01),203.0
Jo Jorgensen,3.0,Westmoreland County,0.68%,Libertarian,101 - PRECINCT 1-1 (01),3.0
Write In,2147483647.0,Westmoreland County,0.00%,Write-In,101 - PRECINCT 1-1 (01),0.0
Joseph R. Biden,1.0,Westmoreland County,45.38%,Democratic,102 - PRECINCT 1-2 (01),108.0
Donald J. Trump,2.0,Westmoreland County,52.52%,Republican,102 - PRECINCT 1-2 (01),125.0
Jo Jorgensen,3.0,Westmoreland County,2.10%,Libertarian,102 - PRECINCT 1-2 (01),5.0
Write In,2147483647.0,Westmoreland County,0.00%,Write-In,102 - PRECINCT 1-2 (01),0.0
Joseph R. Biden,1.0,Westmoreland County,40.16%,Democratic,201 - PRECINCT 2-1 (01),196.0
Donald J. Trump,2.0,Westmoreland County,59.22%,Republican,201 - PRECINCT 2-1 (01),289.0
Jo Jorgensen,3.0,Westmoreland County,0.41%,Libertarian,201 - PRECINCT 2-1 (01),2.0
Write In,2147483647.0,Westmoreland County,0.20%,Write-In,201 - PRECINCT 2-1 (01),1.0
Joseph R. Biden,1.0,Westmoreland County,17.68%,Democratic,202 - PRECINCT 2-2 (01),67.0
Donald J. Trump,2.0,Westmoreland County,81.00%,Republican,202 - PRECINCT 2-2 (01),307.0
Jo Jorgensen,3.0,Westmoreland County,1.06%,Libertarian,202 - PRECINCT 2-2 (01),4.0
Write In,2147483647.0,Westmoreland County,0.26%,Write-In,202 - PRECINCT 2-2 (01),1.0
Joseph R. Biden,1.0,Westmoreland County,30.33%,Democratic,301 - PRECINCT 3-1 (01),121.0
Donald J. Trump,2.0,Westmoreland County,67.67%,Republican,301 - PRECINCT 3-1 (01),270.0
